Age,Annual Income,Spending Score,Cluster
38,148411,87,1
74,179913,5,2
23,23723,89,3
51,184446,78,1
20,155731,55,1
73,176332,68,2
63,178120,70,2
66,122141,79,2
71,77761,84,3
25,24449,67,3
59,72411,12,0
53,54721,20,0
53,68319,87,3
41,21275,74,3
28,121253,76,1
37,139264,94,1
48,65033,30,0
84,78803,89,3
49,174272,92,1
74,88168,49,2
67,62572,25,0
84,191921,29,2
68,115685,31,2
33,199974,89,1
59,136463,91,3
22,27557,21,0
31,97727,26,0
62,74599,55,3
70,29682,29,0
33,186172,41,1
60,140252,35,2
28,163852,96,1
53,110477,60,3
66,142648,76,2
28,75203,53,3
52,155333,13,1
58,154845,96,2
36,34796,78,3
55,196752,30,1
29,120272,1,0
26,189551,89,1
38,102342,37,1
76,23419,81,3
52,58278,52,3
86,163415,62,2
35,38725,96,3
18,167412,51,1
65,139922,41,2
69,184363,34,2
83,63152,29,0
55,91443,70,3
30,34334,78,3
44,120812,55,1
76,125673,93,2
56,107804,97,3
70,162133,36,2
32,25239,58,3
63,72368,36,0
76,52522,71,3
19,51450,21,0
68,124887,7,0
87,101328,50,2
81,89859,36,2
79,170260,8,2
89,145463,56,2
76,47825,98,3
27,159822,44,1
50,107783,1,0
29,75283,15,0
61,124481,6,0
34,81885,85,3
37,133135,91,1
36,83653,29,0
48,155979,43,1
44,71428,65,3
26,195850,6,1
76,109626,86,2
68,193591,87,2
75,30236,43,0
50,175589,26,1
32,41946,4,0
69,176349,22,2
25,103658,49,1
33,36545,15,0
32,176119,22,1
79,78788,92,3
75,35687,39,0
57,22928,24,0
27,89134,87,3
52,187024,47,1
27,59789,38,0
75,142387,88,2
79,63075,43,0
64,31419,44,0
24,97786,19,1
81,149116,23,2
28,105763,28,1
31,21434,17,0
46,41481,16,0
46,77869,88,3
49,55991,73,3
77,22709,28,0
72,106206,7,0
48,99453,29,0
33,57225,80,3
72,145160,10,2
84,37532,10,0
32,90856,6,0
30,187694,67,1
68,20866,77,3
71,197001,15,2
72,100164,78,3
83,79505,77,3
30,71792,16,0
38,193288,71,1
40,67859,21,0
28,182439,13,1
28,70650,33,0
51,164173,63,1
40,125497,63,1
53,174351,37,1
79,120780,23,2
85,58960,28,0
89,90809,13,0
89,174494,34,2
29,65528,18,0
85,107755,50,2
34,135433,47,1
75,161433,52,2
56,29897,72,3
56,135024,73,2
38,136575,49,1
87,126377,11,2
37,193293,74,1
52,62455,8,0
21,116740,22,1
64,86896,73,3
34,49255,30,0
42,26956,80,3
41,45700,96,3
59,124437,54,2
37,47436,84,3
73,128733,10,0
34,197613,73,1
24,43191,90,3
55,112316,53,2
69,188731,51,2
34,49960,34,0
43,187473,8,1
45,71012,12,0
26,169102,77,1
50,100904,58,3
62,21886,17,0
39,43020,21,0
25,136088,18,1
81,42908,8,0
34,47568,93,3
60,143326,93,2
75,107716,67,2
66,39049,35,0
89,21940,87,3
20,196164,64,1
35,76835,89,3
70,69382,77,3
37,160285,76,1
65,186108,4,2
57,138248,51,2
86,152236,42,2
65,127440,4,0
31,167243,21,1
84,170291,47,2
74,134579,13,2
41,178148,18,1
84,138555,19,2
82,134939,74,2
60,20983,100,3
72,151225,8,2
65,56974,75,3
30,54322,9,0
87,189593,23,2
25,80819,2,0
80,64344,38,0
88,28821,84,3
76,179441,4,2
73,98804,19,0
79,40055,15,0
71,180401,57,2
54,188310,70,2
61,23397,55,3
83,122923,79,2
43,123492,22,1
82,166464,81,2
37,169211,52,1
28,159110,40,1
35,152630,61,1
65,103966,35,0
58,23589,45,0
85,97522,11,0
27,156155,3,1
77,138289,64,2
67,112189,15,0
90,99822,56,2
36,158700,92,1
64,68848,88,3
53,88212,3,0
68,110326,43,2
53,195695,26,1
58,37562,11,0
72,20878,82,3
32,88808,88,3
38,87383,97,3
81,196802,87,2
43,172638,76,1
86,39459,25,0
52,102466,40,0
51,77602,43,0
27,72109,66,3
69,145865,95,2
31,175266,79,1
34,87545,13,0
48,171641,8,1
52,29336,41,0
42,141977,33,1
84,35601,66,3
24,98324,40,1
36,152925,19,1
40,66985,16,0
34,55205,20,0
29,44290,1,0
36,27305,34,0
64,72189,97,3
61,106352,60,3
88,130826,84,2
48,32916,29,0
73,163246,70,2
32,63786,81,3
76,98554,73,2
42,34632,66,3
40,53210,42,0
80,166058,49,2
18,112627,21,1
63,138351,5,0
78,140540,67,2
90,182058,52,2
33,21603,5,0
81,180509,46,2
26,177735,27,1
29,89885,4,0
19,40966,23,0
36,169052,94,1
46,42394,10,0
76,91358,4,0
63,121571,73,2
28,89697,94,3
23,170583,19,1
56,156770,20,1
84,135440,17,2
50,91772,47,0
36,197750,37,1
19,87765,85,3
89,98876,67,2
57,40926,80,3
40,34644,40,0
90,109054,92,2
29,50126,9,0
20,51082,7,0
59,144986,19,2
79,154154,86,2
67,158573,14,2
22,20199,34,0
68,98684,89,3
54,126194,89,3
31,34553,46,0
23,153922,20,1
30,44829,10,0
22,143583,100,1
67,67979,53,3
83,106391,43,2
59,89423,28,0
35,172523,41,1
62,111818,38,0
64,73644,91,3
64,168209,46,2
40,192881,39,1
33,114073,89,3
63,127043,20,0
41,22648,9,0
18,22036,55,3
51,191216,97,1
74,153154,39,2
50,187197,72,1
56,151648,8,0
66,150663,42,2
19,191192,95,1
88,171265,83,2
59,82408,14,0
78,51724,84,3
52,131198,21,0
33,127024,83,1
66,86216,88,3
76,95150,45,2
63,26230,58,3
28,107082,66,1
61,199363,3,2
83,53211,4,0
53,49697,46,0
75,31898,23,0
48,107177,15,0
73,146108,59,2
79,132708,71,2
44,149592,87,1
78,104986,70,2
29,31416,69,3
26,140235,35,1
30,93767,48,1
76,92672,48,2
76,114130,66,2
59,56097,96,3
62,80104,74,3
52,165429,15,1
63,119821,28,0
42,116540,19,0
80,118905,66,2
77,189466,1,2
84,50108,84,3
31,153075,43,1
59,195896,82,2
47,27095,12,0
37,40150,3,0
87,32857,2,0
30,140216,7,1
22,31929,99,3
66,98311,26,0
39,80043,47,0
86,135603,90,2
60,174351,64,2
72,175828,60,2
87,154901,17,2
27,137377,51,1
71,36027,49,0
28,68291,4,0
42,24001,95,3
24,150027,90,1
89,168614,76,2
58,73485,73,3
67,152453,43,2
86,187146,1,2
78,134947,61,2
34,150736,18,1
43,123366,43,1
45,162551,21,1
90,99288,97,2
60,116720,92,3
67,81991,60,3
52,47406,76,3
54,29398,37,0
46,148427,90,1
70,117045,46,2
72,126003,11,0
56,165783,2,1
71,70085,90,3
40,189156,8,1
48,99430,37,0
80,125030,42,2
61,113868,53,2
51,71339,1,0
38,43468,3,0
83,173203,52,2
79,194818,63,2
46,96971,15,0
47,172003,86,1
27,107792,45,1
28,137625,62,1
56,167222,87,2
88,188402,95,2
29,67197,3,0
77,86419,13,0
90,118604,42,2
79,179720,93,2
79,60062,42,0
51,178931,18,1
28,76942,59,3
53,118042,28,0
87,63313,73,3
56,119512,86,3
80,42513,20,0
34,27740,7,0
37,190729,45,1
76,120275,21,2
48,71907,72,3
79,163469,75,2
72,22824,20,0
86,68212,58,2
42,192245,69,1
28,155256,58,1
34,162056,81,1
18,118228,20,1
32,65636,84,3
77,195770,71,2
70,158672,43,2
37,98586,86,3
28,43056,88,3
44,44316,81,3
24,56346,62,3
32,178025,76,1
37,54165,37,0
19,73665,43,1
53,65798,80,3
22,193068,73,1
45,189649,57,1
18,149899,57,1
56,141924,16,0
65,25498,18,0
53,44464,64,3
83,100667,78,2
64,58197,48,0
84,167749,69,2
51,33043,31,0
64,26207,57,3
40,59318,34,0
49,76998,80,3
72,171683,53,2
45,51160,68,3
53,67671,76,3
87,84557,60,2
71,57776,29,0
66,89653,79,3
83,199893,5,2
30,136991,27,1
56,130365,39,2
37,150893,63,1
41,95729,11,0
70,147532,65,2
89,71424,95,3
88,54709,91,3
26,71104,11,0
55,169139,21,1
71,52721,32,0
86,81031,11,0
54,73555,89,3
52,160104,95,1
28,40934,72,3
43,102757,7,0
89,146649,85,2
87,97521,4,0
35,188659,38,1
73,165317,70,2
19,179553,33,1
84,76615,49,2
74,28809,18,0
27,112143,11,1
61,62204,74,3
41,138359,79,1
27,189580,92,1
84,27593,86,3
64,106798,60,2
88,43302,28,0
81,157448,64,2
28,46383,45,0
45,27858,98,3
86,74395,95,3
41,110240,66,3
34,103152,53,1
46,197447,37,1
85,54029,84,3
50,58267,74,3
18,92870,47,1
74,84161,17,0
84,27598,61,3
25,110272,4,0
36,72942,3,0
41,33166,98,3
42,177137,46,1
81,101078,23,0
25,121952,95,3
26,94811,40,1
24,191499,97,1
22,172849,90,1
42,80041,33,0
71,151678,93,2
63,140920,23,2
54,161757,1,1
45,184031,18,1
89,127370,93,2
53,160714,12,1
75,59182,76,3
57,161858,28,2
86,98918,55,2
39,80927,3,0
56,177710,90,2
67,55805,42,0
35,47204,49,3
39,58698,8,0
75,125398,25,2
66,65088,100,3
52,84740,58,3
57,193597,33,2
22,48037,92,3
59,137121,37,2
41,35307,79,3
69,154674,67,2
59,127921,49,2
77,42953,43,0
83,138089,11,2
37,151578,100,1
73,103224,44,2
80,195726,67,2
22,48681,84,3
36,139139,87,1
70,32284,24,0
57,49559,12,0
72,40145,56,3
73,144401,73,2
35,134798,20,1
57,83374,10,0
38,146412,76,1
58,103436,93,3
53,148873,6,0
77,42635,27,0
82,104966,30,2
24,178004,7,1
79,104869,76,2
30,178671,74,1
42,123545,57,1
53,189419,62,1
31,102578,51,1
26,48776,89,3
87,170557,35,2
49,112382,34,0
78,28023,3,0
25,193566,56,1
32,83037,70,3
43,101871,33,0
50,26811,22,0
43,139631,19,1
51,32218,59,3
71,164876,44,2
86,24665,27,0
42,131830,2,0
66,187560,6,2
37,39192,46,0
52,198962,48,1
43,99031,20,0
56,186643,47,2
42,104019,39,1
29,191079,73,1
89,169653,30,2
20,61316,99,3
51,23876,14,0
77,151476,61,2
22,155741,37,1
52,115542,92,3
50,127292,25,0
86,99936,56,2
37,65751,69,3
50,46339,33,0
46,42984,63,3
20,159909,10,1
60,154753,81,2
66,97759,34,0
58,129533,40,2
77,114109,56,2
25,193099,61,1
36,25679,27,0
83,53064,29,0
72,90949,85,3
37,58954,29,0
22,87050,18,0
48,180428,78,1
69,34294,1,0
51,42047,86,3
62,177862,83,2
58,52883,76,3
84,42024,92,3
34,43908,39,0
62,68465,71,3
74,187688,34,2
78,185488,73,2
69,111978,66,2
69,40871,23,0
29,28669,47,0
74,177804,25,2
31,25148,63,3
79,77591,32,0
34,113964,63,1
80,129865,44,2
61,107955,71,3
89,129756,54,2
50,114366,31,0
51,119324,31,0
19,76012,60,3
20,94345,25,1
22,39157,69,3
39,89863,86,3
72,166995,4,2
53,86365,13,0
34,173623,2,1
39,163949,98,1
72,40658,20,0
77,77513,82,3
52,121475,80,3
82,73461,51,2
63,93886,30,0
83,65820,3,0
35,166709,95,1
65,112163,93,3
47,161562,18,1
43,151202,87,1
51,76833,87,3
81,141222,1,2
41,175369,32,1
24,108217,20,1
61,148865,92,2
39,55406,21,0
32,172282,17,1
90,69779,55,2
66,180478,57,2
41,57135,16,0
43,120986,81,3
86,157524,92,2
26,118886,57,1
19,177436,36,1
74,58274,2,0
68,189877,25,2
84,147887,44,2
19,138816,44,1
83,87975,80,3
38,141253,26,1
39,39053,57,3
61,113273,93,3
84,190035,1,2
42,35799,18,0
81,117484,65,2
24,98243,82,3
49,160054,49,1
46,144493,29,1
32,78326,83,3
68,133648,22,2
30,137054,91,1
48,138002,85,3
22,150086,94,1
89,151633,20,2
52,186878,12,1
20,149480,20,1
90,141159,93,2
42,178577,63,1
31,121543,18,1
52,133942,11,0
85,199358,49,2
84,177779,48,2
89,139653,58,2
79,123498,13,2
85,147087,24,2
39,27367,80,3
64,158871,38,2
19,134998,69,1
78,158735,72,2
63,195002,30,2
65,46819,14,0
74,187046,14,2
70,188594,59,2
53,112950,11,0
51,76146,53,3
58,141177,84,2
31,40621,12,0
69,41245,14,0
25,66963,28,0
49,149936,16,1
87,69459,79,3
28,105895,88,3
32,197440,74,1
43,49218,94,3
84,168601,3,2
21,37929,11,0
88,198315,91,2
38,163033,61,1
23,84413,38,1
45,21049,23,0
52,109382,7,0
81,110129,40,2
35,106469,93,3
63,142758,31,2
58,81287,37,0
29,179469,50,1
44,31411,17,0
20,58064,56,3
49,70578,92,3
78,48786,65,3
55,52157,62,3
49,94900,4,0
29,153186,21,1
24,58413,86,3
54,191369,57,1
29,36674,54,3
27,177621,90,1
20,164530,56,1
78,70148,68,3
59,144151,28,2
71,198322,67,2
21,30146,34,0
29,144914,43,1
89,196042,12,2
80,122498,88,2
77,166157,86,2
67,167814,61,2
22,94078,38,1
42,112577,42,1
54,147584,27,1
84,154242,63,2
37,33903,27,0
82,102156,100,3
25,31189,51,3
80,151334,26,2
34,171210,73,1
74,25323,34,0
43,195674,39,1
64,189881,82,2
54,93144,93,3
72,45601,13,0
55,145373,64,2
40,22026,29,0
71,72593,47,0
45,141184,43,1
34,185072,83,1
83,101120,66,2
65,128923,59,2
27,108786,14,1
77,81379,39,0
69,130285,70,2
54,26192,71,3
19,26599,95,3
70,108388,46,2
78,157375,75,2
71,144173,28,2
22,192166,40,1
76,99097,88,3
26,28407,7,0
71,71852,12,0
77,144561,60,2
46,83692,52,3
81,108514,56,2
57,125458,99,3
51,167612,39,1
25,42575,47,3
52,96643,28,0
72,71997,41,0
39,79966,20,0
48,43583,62,3
77,124839,8,0
52,69683,81,3
56,59446,47,0
90,148422,85,2
52,24574,90,3
65,50861,29,0
90,196257,23,2
45,143360,2,0
57,149403,14,2
79,36781,74,3
87,51043,67,3
33,61214,89,3
71,148310,90,2
19,127564,78,1
41,66860,50,3
24,152594,54,1
57,170546,45,2
32,168934,39,1
31,181011,92,1
60,127852,51,2
89,164054,51,2
66,25316,11,0
49,75885,100,3
80,157103,97,2
74,173618,77,2
27,162585,64,1
87,180934,69,2
79,109947,39,2
23,92523,56,1
38,122033,46,1
48,34059,43,0
54,194032,12,1
44,135553,95,3
85,76818,1,0
18,57916,52,3
28,100314,60,1
70,61890,37,0
39,149086,71,1
59,42785,70,3
26,77303,46,1
18,75022,95,3
36,146184,44,1
62,107656,97,3
60,25538,72,3
90,158153,77,2
64,118811,62,2
52,173043,28,1
32,173832,70,1
29,128469,24,1
30,129006,43,1
90,24347,73,3
21,137238,24,1
31,172777,13,1
73,47675,21,0
66,62725,40,0
19,179203,29,1
50,91959,49,0
39,56090,48,0
81,122073,8,2
90,184985,55,2
50,42453,77,3
77,32206,76,3
36,102044,22,0
47,22417,20,0
71,112988,65,2
52,93248,46,0
28,196498,2,1
76,80972,13,0
31,47445,52,3
44,56760,87,3
86,129626,68,2
72,171751,52,2
52,54960,27,0
86,132309,57,2
34,69121,49,3
69,150531,44,2
46,122155,80,3
84,170667,10,2
31,131478,6,1
57,135246,46,2
38,68582,22,0
36,179806,92,1
53,21829,14,0
62,126098,74,2
71,69428,84,3
32,133103,54,1
20,23661,42,0
89,148969,16,2
55,78452,57,3
59,173817,3,2
24,77422,89,3
66,159216,51,2
53,24437,20,0
71,32974,33,0
49,34406,77,3
23,52133,44,0
18,186928,55,1
47,131528,11,0
24,115246,30,1
21,83859,6,0
68,38682,98,3
45,148549,88,1
66,124247,91,3
51,175388,45,1
45,135329,100,3
67,56289,95,3
20,36956,16,0
27,118526,20,1
40,84640,93,3
24,140497,68,1
26,192599,5,1
57,73842,48,0
90,146104,10,2
77,75634,94,3
26,198146,47,1
82,59440,51,0
36,185148,43,1
23,73697,97,3
22,28146,27,0
47,158881,23,1
54,149112,6,0
37,142577,94,1
77,24926,89,3
36,40274,48,0
46,173593,56,1
60,190389,66,2
86,133492,64,2
63,31450,75,3
63,57791,55,3
89,163783,60,2
27,197650,70,1
49,114530,55,1
27,111483,76,1
48,73728,83,3
22,108290,65,1
56,185904,9,1
80,28846,41,0
24,77953,99,3
78,92893,6,0
72,179246,39,2
74,96944,8,0
86,94557,52,2
19,195200,89,1
57,165877,30,2
67,171802,100,2
30,147995,58,1
80,199278,40,2
81,162194,72,2
86,171518,45,2
71,106395,18,0
39,110432,82,3
85,62283,26,0
38,192313,15,1
59,99825,61,3
87,49026,81,3
75,94679,4,0
62,81913,94,3
87,125927,89,2
49,20172,83,3
73,199819,42,2
58,180230,74,2
75,127455,96,2
21,173394,9,1
70,197585,43,2
33,192754,74,1
36,36723,39,0
38,105401,46,1
63,71343,48,0
56,106799,48,0
73,72355,89,3
78,21007,58,3
68,27469,62,3
69,91586,66,3
65,21582,62,3
59,68421,99,3
85,117987,79,2
49,59693,74,3
65,129290,69,2
88,48643,31,0
38,119351,19,1
83,140289,54,2
37,70304,41,0
25,58838,37,0
20,159591,13,1
18,30781,28,0
55,46628,71,3
28,86802,47,1
73,164811,33,2
44,155221,3,1
31,66499,95,3
90,143090,84,2
18,186313,2,1
51,57208,51,3
47,81757,93,3
45,99173,11,0
86,111575,19,2
30,61552,25,0
33,148921,32,1
74,64333,5,0
28,135113,46,1
59,46033,1,0
66,165536,29,2
65,63160,1,0
55,158379,29,1
65,49872,80,3
77,129233,28,2
80,198030,96,2
64,58539,84,3
75,52588,77,3
74,21106,64,3
88,104777,26,2
21,189017,48,1
58,179461,93,2
38,178665,23,1
89,42551,12,0
18,149997,93,1
20,69777,34,0
89,195422,7,2
66,139596,43,2
85,81952,5,0
71,96766,58,2
71,21862,39,0
28,82048,26,0
81,45482,3,0
83,150462,93,2
39,65678,14,0
65,59502,19,0
50,186731,76,1
78,31777,24,0
47,20686,70,3
63,57010,21,0
88,188804,56,2
87,82188,9,0
77,118381,81,2
38,175165,68,1
60,198680,45,2
85,136417,97,2
76,101868,43,2
31,148795,44,1
76,129497,1,0
58,193539,53,2
81,190468,44,2
24,80771,35,1
22,169490,10,1
21,178013,85,1
50,148235,73,1
22,132046,6,1
30,42331,46,0
89,110450,61,2
33,87026,88,3
60,99372,21,0
34,122553,8,1
55,120333,80,3
85,142102,97,2
65,66640,29,0
51,162512,16,1
86,82970,96,3
55,174735,63,2
57,51130,47,0
18,94246,26,1
44,75424,92,3
67,95072,3,0
64,97599,72,3
62,61479,82,3
87,158565,9,2
71,149941,38,2
31,122091,43,1
67,118041,78,2
73,189242,21,2
57,37608,2,0
22,63281,42,0
68,108250,63,2
88,140273,88,2
23,152694,17,1
26,89642,94,3
46,80823,46,0
35,74396,6,0
74,83200,41,0
48,47526,39,0
69,162166,94,2
90,121646,29,2
29,25326,8,0
79,182466,59,2
38,163723,10,1
60,46015,91,3
26,59025,50,3
60,50007,1,0
38,33113,6,0
81,147161,30,2
50,141602,44,1
46,166170,56,1
74,49873,60,3
84,133518,38,2
20,43448,65,3
23,36931,11,0
49,150924,16,1
41,72103,5,0
39,63567,23,0
69,79077,50,0
85,128797,63,2
86,48480,44,0
20,136881,78,1
60,166704,99,2
67,65627,90,3
87,48578,62,3
75,148001,36,2
29,51298,97,3
49,138043,77,1
78,128966,45,2
75,31086,62,3
45,45188,48,0
71,151895,42,2
54,117461,24,0
49,142600,51,1
33,120208,71,1
47,91491,83,3
59,87480,78,3
65,168977,49,2
48,102761,18,0
61,21971,57,3
43,160387,71,1
39,33732,65,3
45,54309,36,0
31,45376,89,3
21,152303,18,1
46,73907,77,3
45,129079,15,0
53,47072,25,0
42,153326,41,1
43,116600,10,0
79,160046,34,2
84,36386,30,0
56,121090,64,2
19,54441,55,3
36,121285,16,1
88,183667,1,2
28,156839,80,1
58,53800,29,0
59,133796,56,2
65,46971,7,0
73,186531,28,2
25,37283,68,3
77,77335,80,3
81,172943,18,2
26,146587,50,1
50,33827,76,3
26,118245,51,1
81,57494,46,0
77,152220,36,2
35,99451,41,1
62,38651,100,3
45,92288,38,0
55,129976,24,0
50,27987,64,3
50,95350,68,3
41,83963,21,0
53,151311,9,1
69,94574,14,0
60,178237,86,2
86,161044,5,2
57,57305,57,3
89,42499,42,0
33,78890,3,0
71,78925,45,0
50,108866,4,0
50,129258,89,3
66,118372,80,2
19,49861,70,3
55,141134,7,0
77,193985,59,2
41,176260,44,1
85,183665,56,2
70,165881,36,2
35,96924,77,3
40,106503,85,3
67,109017,64,2
63,175382,35,2
48,48666,69,3
41,172226,22,1
67,92224,7,0
44,195608,89,1
89,189396,60,2
86,61405,87,3
59,158468,66,2
65,50335,53,3
37,117522,32,1
64,73380,82,3
84,174075,23,2
83,144095,44,2
46,54786,22,0
40,138328,11,1
32,88225,48,1
38,167750,93,1
60,190259,94,2
58,93912,42,0
22,124044,48,1
49,91104,39,0
62,49640,28,0
83,43834,80,3
75,73338,43,0
83,66852,76,3
48,181544,85,1
31,48869,64,3
30,135044,29,1
77,182711,70,2
54,56587,99,3
79,121454,11,2
74,45924,62,3
89,172057,57,2
72,64175,95,3
26,109094,36,1
44,89374,16,0
56,150601,19,1
70,68728,13,0
36,169536,44,1
75,83635,71,3
82,41000,94,3
51,107312,97,3
54,145745,81,2
25,38429,26,0
36,129559,59,1
64,141675,8,0
57,104519,89,3
25,21151,73,3
59,162139,8,2
68,113066,90,3
68,85808,52,0
33,174797,12,1
64,114177,22,0
21,183227,66,1
57,90634,41,0
85,72093,93,3
25,44190,45,0
56,149625,58,2
47,169125,34,1
25,116819,27,1
20,146953,46,1
24,151512,62,1
34,36302,7,0
53,134546,57,1
78,156172,92,2
46,158396,33,1
43,50497,7,0
32,70777,77,3
79,193072,54,2
68,189131,37,2
87,180380,89,2
42,41184,39,0
85,104387,34,2
56,86520,70,3
72,140267,19,2
48,145006,89,1
63,168399,16,2
32,110848,23,1
41,106700,59,1
22,87382,100,3
22,99689,55,1
54,101285,21,0
45,76627,32,0
41,139304,65,1
62,110070,25,0
22,191573,93,1
77,59444,93,3
66,141861,96,2
26,177786,65,1
78,133974,68,2
73,137797,72,2
68,51064,65,3
54,65596,37,0
18,79825,51,1
26,117494,48,1
45,91384,76,3
61,64012,79,3
64,28519,9,0
83,41285,28,0
84,163293,57,2
76,157309,14,2
83,132382,72,2
45,71919,84,3
88,128608,10,2
62,29444,77,3
84,103265,49,2
44,39622,98,3
40,168821,20,1
58,65036,20,0
71,35831,11,0
50,110401,69,3
45,116854,33,1
81,40201,40,0
50,155599,82,1
74,112347,42,2
26,179171,1,1
51,176532,83,1
60,79239,64,3
25,162736,3,1
43,123598,27,1
22,165667,67,1
82,41749,60,3
42,91497,79,3
53,27064,100,3
39,188820,23,1
56,29435,57,3
42,30823,82,3
27,95025,7,0
38,192146,99,1
70,33513,14,0
75,131414,37,2
73,57806,38,0
86,170067,37,2
37,169807,37,1
30,192797,14,1
31,57776,97,3
41,76321,30,0
38,168448,89,1
81,136365,69,2
60,124147,67,2
45,137608,74,1
73,150387,44,2
79,158192,86,2
71,192412,5,2
76,37583,5,0
82,58787,85,3
42,57558,36,0
50,60462,22,0
72,181578,36,2
23,55977,89,3
85,22507,48,0
70,95628,60,2
60,34598,98,3
42,168458,29,1
87,127097,8,2
83,170103,84,2
41,29921,43,0
60,48106,61,3
25,180754,88,1
88,120893,1,2
66,71941,3,0
81,71080,54,2
22,124942,7,1
61,115624,85,3
31,167554,61,1
77,39291,40,0
46,91894,61,3
77,26833,85,3
84,157750,13,2
36,171879,80,1
30,72390,36,0
44,149341,98,1
89,86202,53,2
47,142102,73,1
63,173324,54,2
83,155515,83,2
81,168011,81,2
51,89063,60,3
21,101679,89,3
46,21914,84,3
43,189992,76,1
78,119372,92,2
82,38100,56,3
84,154764,69,2
65,117343,20,0
24,43914,23,0
40,56978,93,3
32,147952,2,1
29,138993,91,1
82,57620,8,0
47,149722,50,1
33,187242,99,1
27,170020,53,1
90,138727,15,2
31,71009,2,0
37,118439,76,1
27,142090,49,1
79,68983,59,3
42,72121,86,3
60,20960,84,3
20,120530,76,1
45,103857,25,0
85,156209,56,2
53,144683,62,1
25,74602,60,3
67,30910,78,3
69,79585,82,3
75,85833,45,0
71,150304,99,2
22,172948,70,1
55,155192,27,1
69,178038,2,2
58,157780,46,2
43,199214,5,1
75,49753,38,0
32,74035,69,3
34,168635,65,1
81,77518,5,0
31,176896,71,1
24,47282,37,0
88,86349,36,2
56,60409,80,3
80,153831,10,2
33,186592,95,1
39,134944,53,1
59,40259,59,3
48,72012,88,3
87,171549,45,2
78,57075,46,0
61,105266,88,3
25,164325,49,1
74,130880,3,0
64,20543,69,3
88,101571,57,2
59,149597,45,2
54,54954,8,0
76,68178,46,0
41,82803,11,0
39,84715,40,0
29,192127,91,1
49,199573,13,1
81,178484,82,2
70,183598,65,2
18,72866,15,0
30,175562,93,1
90,102626,15,2
81,44514,41,0
74,28980,33,0
31,172219,36,1
44,90053,95,3
32,20445,58,3
47,149535,31,1
80,77981,63,2
85,133327,93,2
30,126395,16,1
39,126426,41,1
26,47815,37,0
54,148233,15,1
38,33980,75,3
20,59274,94,3
69,49782,89,3
56,126556,60,2
32,110857,67,1
43,33278,51,3
34,128016,94,3
58,32288,79,3
38,187068,1,1
19,33037,76,3
76,69036,60,3
48,125023,25,0
63,188891,21,2
64,149621,80,2
39,146899,83,1
43,155757,38,1
88,47127,14,0
44,104453,71,3
77,151246,36,2
87,22866,58,3
31,150792,91,1
40,50027,77,3
89,193167,10,2
18,170203,52,1
40,27323,54,3
56,117101,55,2
26,38363,72,3
26,125880,17,1
39,167252,24,1
26,49997,71,3
40,177037,60,1
30,116314,18,1
75,143867,60,2
69,157043,97,2
70,160342,63,2
53,36538,17,0
86,120223,45,2
39,186160,27,1
84,132355,82,2
21,63239,95,3
85,37248,26,0
39,41327,100,3
36,39531,68,3
30,178991,67,1
44,182804,76,1
90,145731,61,2
22,28911,9,0
39,48250,30,0
29,163619,53,1
65,135754,97,2
21,96774,94,3
69,124624,76,2
86,125101,94,2
62,110433,36,0
52,167707,93,1
54,68449,17,0
61,178508,56,2
49,94482,66,3
59,33677,24,0
86,170970,33,2
76,112308,52,2
53,112830,56,3
39,37831,79,3
38,23738,2,0
49,25395,61,3
79,179076,13,2
29,93689,35,1
77,70545,47,0
40,52334,39,0
60,48997,50,0
75,31232,6,0
48,37643,97,3
19,146976,8,1
34,24639,8,0
61,152029,73,2
27,51953,13,0
73,20402,48,0
37,193712,88,1
26,170583,2,1
19,132045,17,1
52,140793,53,1
31,188489,18,1
88,179156,91,2
59,134833,20,0
60,63097,100,3
32,48600,54,3
86,82118,25,0
72,185747,89,2
58,174766,77,2
29,98531,7,0
49,37168,68,3
57,47900,53,3
41,184405,56,1
61,32850,79,3
65,174215,76,2
48,191809,38,1
27,176979,57,1
77,80506,63,3
53,181040,29,1
78,173818,61,2
85,174206,73,2
65,177888,45,2
18,124274,98,1
78,111665,52,2
83,40526,23,0
76,123900,89,2
35,46998,34,0
20,136152,68,1
47,91085,29,0
90,72766,79,3
29,71559,69,3
68,97277,62,2
70,72996,53,3
53,181849,57,1
25,141681,2,1
49,92558,20,0
18,38303,57,3
26,50066,92,3
22,172552,48,1
49,105730,88,3
51,94191,85,3
44,164564,18,1
77,186744,54,2
21,109217,56,1
32,145504,11,1
36,50824,28,0
44,132809,4,0
37,108494,79,3
27,143565,85,1
34,180227,75,1
46,48972,2,0
87,170113,40,2
85,43583,45,0
56,81251,96,3
51,55473,15,0
56,177413,42,2
26,112177,99,3
42,77552,70,3
69,60363,95,3
29,179407,72,1
62,98788,98,3
54,167059,3,1
70,30218,91,3
33,113515,90,3
24,176544,29,1
81,163567,42,2
83,133374,20,2
18,197622,26,1
46,151302,48,1
49,146540,58,1
27,91704,38,1
65,32329,52,3
33,110345,71,1
25,169034,21,1
35,190372,48,1
33,57756,42,0
79,79969,28,0
71,181114,29,2
29,70145,54,3
87,138361,34,2
35,93404,92,3
86,199141,32,2
72,167283,74,2
22,115032,35,1
20,99672,45,1
69,44988,100,3
34,150561,15,1
41,162207,25,1
85,113099,19,2
51,69299,87,3
67,40579,31,0
